1e+20	8.26526886814e-45	8.26526886814e-45
1.0099009901e+20	8.10399920453e-45	8.10399920453e-45
1.0198019802e+20	7.94740387632e-45	7.94740387632e-45
1.0297029703e+20	7.79530396856e-45	7.79530396856e-45
1.0396039604e+20	7.64752904525e-45	7.64752904525e-45
1.0495049505e+20	7.50391667176e-45	7.50391667176e-45
1.05940594059e+20	7.3643119682e-45	7.3643119682e-45
1.06930693069e+20	7.22856719169e-45	7.22856719169e-45
1.07920792079e+20	7.09654134533e-45	7.09654134533e-45
1.08910891089e+20	6.96809981189e-45	6.96809981189e-45
1.09900990099e+20	6.84311401054e-45	6.84311401054e-45
1.10891089109e+20	6.72146107493e-45	6.72146107493e-45
1.11881188119e+20	6.60302355109e-45	6.60302355109e-45
1.12871287129e+20	6.48768911387e-45	6.48768911387e-45
1.13861386139e+20	6.37535030048e-45	6.37535030048e-45
1.14851485149e+20	6.2659042601e-45	6.2659042601e-45
1.15841584158e+20	6.15925251836e-45	6.15925251836e-45
1.16831683168e+20	6.05530075581e-45	6.05530075581e-45
1.17821782178e+20	5.95395859924e-45	5.95395859924e-45
1.18811881188e+20	5.85513942527e-45	5.85513942527e-45
1.19801980198e+20	5.75876017512e-45	5.75876017512e-45
1.20792079208e+20	5.66474118005e-45	5.66474118005e-45
1.21782178218e+20	5.57300599669e-45	5.57300599669e-45
1.22772277228e+20	5.48348125155e-45	5.48348125155e-45
1.23762376238e+20	5.39609649433e-45	5.39609649433e-45
1.24752475248e+20	5.3107840592e-45	5.3107840592e-45
1.25742574257e+20	5.22747893384e-45	5.22747893384e-45
1.26732673267e+20	5.14611863549e-45	5.14611863549e-45
1.27722772277e+20	5.0666430938e-45	5.0666430938e-45
1.28712871287e+20	4.98899453988e-45	4.98899453988e-45
1.29702970297e+20	4.91311740131e-45	4.91311740131e-45
1.30693069307e+20	4.8389582027e-45	4.8389582027e-45
1.31683168317e+20	4.76646547142e-45	4.76646547142e-45
1.32673267327e+20	4.69558964825e-45	4.69558964825e-45
1.33663366337e+20	4.62628300268e-45	4.62628300268e-45
1.34653465347e+20	4.55849955255e-45	4.55849955255e-45
1.35643564356e+20	4.49219498769e-45	4.49219498769e-45
1.36633663366e+20	4.42732659756e-45	4.42732659756e-45
1.37623762376e+20	4.36385320242e-45	4.36385320242e-45
1.38613861386e+20	4.30173508795e-45	4.30173508795e-45
1.39603960396e+20	4.24093394316e-45	4.24093394316e-45
1.40594059406e+20	4.18141280122e-45	4.18141280122e-45
1.41584158416e+20	4.12313598337e-45	4.12313598337e-45
1.42574257426e+20	4.06606904533e-45	4.06606904533e-45
1.43564356436e+20	4.01017872646e-45	4.01017872646e-45
1.44554455446e+20	3.95543290129e-45	3.95543290129e-45
1.45544554455e+20	3.90180053329e-45	3.90180053329e-45
1.46534653465e+20	3.84925163093e-45	3.84925163093e-45
1.47524752475e+20	3.79775720571e-45	3.79775720571e-45
1.48514851485e+20	3.74728923217e-45	3.74728923217e-45
1.49504950495e+20	3.69782060979e-45	3.69782060979e-45
1.50495049505e+20	3.64932512655e-45	3.64932512655e-45
1.51485148515e+20	3.60177742423e-45	3.60177742423e-45
1.52475247525e+20	3.55515296525e-45	3.55515296525e-45
1.53465346535e+20	3.50942800099e-45	3.50942800099e-45
1.54455445545e+20	3.46457954158e-45	3.46457954158e-45
1.55445544554e+20	3.42058532695e-45	3.42058532695e-45
1.56435643564e+20	3.37742379923e-45	3.37742379923e-45
1.57425742574e+20	3.33507407634e-45	3.33507407634e-45
1.58415841584e+20	3.29351592671e-45	3.29351592671e-45
1.59405940594e+20	3.25272974514e-45	3.25272974514e-45
1.60396039604e+20	3.21269652964e-45	3.21269652964e-45
1.61386138614e+20	3.17339785931e-45	3.17339785931e-45
1.62376237624e+20	3.13481587314e-45	3.13481587314e-45
1.63366336634e+20	3.09693324973e-45	3.09693324973e-45
1.64356435644e+20	3.05973318783e-45	3.05973318783e-45
1.65346534653e+20	3.02319938771e-45	3.02319938771e-45
1.66336633663e+20	2.9873160333e-45	2.9873160333e-45
1.67326732673e+20	2.95206777507e-45	2.95206777507e-45
1.68316831683e+20	2.91743971363e-45	2.91743971363e-45
1.69306930693e+20	2.88341738394e-45	2.88341738394e-45
1.70297029703e+20	2.84998674026e-45	2.84998674026e-45
1.71287128713e+20	2.8171341416e-45	2.8171341416e-45
1.72277227723e+20	2.78484633782e-45	2.78484633782e-45
1.73267326733e+20	2.75311045629e-45	2.75311045629e-45
1.74257425743e+20	2.72191398902e-45	2.72191398902e-45
1.75247524752e+20	2.69124478036e-45	2.69124478036e-45
1.76237623762e+20	2.66109101515e-45	2.66109101515e-45
1.77227722772e+20	2.63144120732e-45	2.63144120732e-45
1.78217821782e+20	2.60228418901e-45	2.60228418901e-45
1.79207920792e+20	2.57360909996e-45	2.57360909996e-45
1.80198019802e+20	2.54540537749e-45	2.54540537749e-45
1.81188118812e+20	2.51766274669e-45	2.51766274669e-45
1.82178217822e+20	2.49037121113e-45	2.49037121113e-45
1.83168316832e+20	2.4635210438e-45	2.4635210438e-45
1.84158415842e+20	2.43710277847e-45	2.43710277847e-45
1.85148514851e+20	2.41110720135e-45	2.41110720135e-45
1.86138613861e+20	2.38552534303e-45	2.38552534303e-45
1.87128712871e+20	2.36034847076e-45	2.36034847076e-45
1.88118811881e+20	2.33556808099e-45	2.33556808099e-45
1.89108910891e+20	2.31117589222e-45	2.31117589222e-45
1.90099009901e+20	2.287163838e-45	2.287163838e-45
1.91089108911e+20	2.26352406035e-45	2.26352406035e-45
1.92079207921e+20	2.24024890328e-45	2.24024890328e-45
1.93069306931e+20	2.21733090661e-45	2.21733090661e-45
1.94059405941e+20	2.19476279998e-45	2.19476279998e-45
1.9504950495e+20	2.17253749707e-45	2.17253749707e-45
1.9603960396e+20	2.15064809009e-45	2.15064809009e-45
1.9702970297e+20	2.12908784434e-45	2.12908784434e-45
1.9801980198e+20	2.1078501931e-45	2.1078501931e-45
1.9900990099e+20	2.08692873255e-45	2.08692873255e-45
2e+20	2.06631721703e-45	2.06631721703e-45
2.0099009901e+20	2.04600955432e-45	2.04600955432e-45
2.0198019802e+20	2.02599980113e-45	2.02599980113e-45
2.0297029703e+20	2.00628215881e-45	2.00628215881e-45
2.0396039604e+20	1.98685096908e-45	1.98685096908e-45
2.0495049505e+20	1.96770071003e-45	1.96770071003e-45
2.05940594059e+20	1.94882599214e-45	1.94882599214e-45
2.06930693069e+20	1.93022155454e-45	1.93022155454e-45
2.07920792079e+20	1.91188226131e-45	1.91188226131e-45
2.08910891089e+20	1.89380309795e-45	1.89380309795e-45
2.09900990099e+20	1.87597916794e-45	1.87597916794e-45
2.10891089109e+20	1.85840568943e-45	1.85840568943e-45
2.11881188119e+20	1.84107799205e-45	1.84107799205e-45
2.12871287129e+20	1.82399151377e-45	1.82399151377e-45
2.13861386139e+20	1.80714179792e-45	1.80714179792e-45
2.14851485149e+20	1.7905244903e-45	1.7905244903e-45
2.15841584158e+20	1.77413533633e-45	1.77413533633e-45
2.16831683168e+20	1.75797017835e-45	1.75797017835e-45
2.17821782178e+20	1.74202495297e-45	1.74202495297e-45
2.18811881188e+20	1.72629568854e-45	1.72629568854e-45
2.19801980198e+20	1.71077850264e-45	1.71077850264e-45
2.20792079208e+20	1.69546959971e-45	1.69546959971e-45
2.21782178218e+20	1.68036526873e-45	1.68036526873e-45
2.22772277228e+20	1.66546188097e-45	1.66546188097e-45
2.23762376238e+20	1.65075588777e-45	1.65075588777e-45
2.24752475248e+20	1.63624381851e-45	1.63624381851e-45
2.25742574257e+20	1.62192227847e-45	1.62192227847e-45
2.26732673267e+20	1.60778794691e-45	1.60778794691e-45
2.27722772277e+20	1.59383757512e-45	1.59383757512e-45
2.28712871287e+20	1.58006798456e-45	1.58006798456e-45
2.29702970297e+20	1.56647606502e-45	1.56647606502e-45
